Type,Keyword,Original,Goal,Targets,HigherLevel,TargetLevel,NonHumanSubject,GoalTopic
Challenge,accessibility,[equal] x [access] x [opportunities] x [non-farm employment],2,2_3,3,1,,hunger food
Challenge,non-farm employment,[equal] x [access] x [opportunities] x [non-farm employment],2,2_3,3,1,,hunger food
Challenge,jobs,[equal] x [access] x [opportunities] x [non-farm employment],2,2_3,4,1,,hunger food
Challenge,non-farm employment accessibility,[equal] x [access] x [opportunities] x [non-farm employment],2,2_3,2,1,,hunger food
Challenge,employment accessibility,[equal] x [access] x [opportunities] x [non-farm employment],2,2_3,3,1,,hunger food
Challenge,opportunity,[equal] x [access] x [opportunities] x [non-farm employment],2,2_3,3,1,,hunger food
Challenge,equality,[equal] x [access] x [opportunities] x [non-farm employment],2,2_3,3,1,,hunger food
Challenge,ecosystem maintenance,[ecosystems] x [maintain],2,2_4,,1,,hunger food
Challenge,ecosystem conservation,[ecosystems] x [maintain],2,2_4,1,1,,hunger food
Challenge,ecosystems,[ecosystems] x [maintain],2,2_4,1,1,,hunger food
Challenge,conservation,[ecosystems] x [maintain],2,2_4,2,1,,hunger food
Challenge,maintenance,[ecosystems] x [maintain],2,2_4,1,1,,hunger food
Challenge,food production,food production systems,2,2_4,1,1,,hunger food
Challenge,food production systems,food production systems,2,2_4,,1,,hunger food
Challenge,food,food production systems,2,2_4,2,1,,hunger food
Challenge,production systems,food production systems,2,2_4,1,1,,hunger food
Challenge,production,food production systems,2,2_4,2,1,,hunger food
Challenge,systems,food production systems,2,2_4,2,1,,hunger food
Challenge,resilient agricultural practices,resilient agricultural practices,2,2_4,,1,,hunger food
Challenge,agricultural practices,resilient agricultural practices,2,2_4,1,1,,hunger food
Challenge,agriculture,resilient agricultural practices,2,2_4,2,1,,hunger food
Challenge,resiliency,resilient agricultural practices,2,2_4,2,1,,hunger food
Challenge,land quality,[land] x [quality],2,2_4,,1,,hunger food
Challenge,soil,[soil] x [quality],2,2_4,1,1,,hunger food
Challenge,soil quality,[soil] x [quality],2,2_4,,1,,hunger food
Challenge,land,[land] x [quality],2,2_4,1,1,,hunger food
Challenge,climate change adaptive capacity,[capacity] x [adaptation] x [climate change],2,2_4,,1,,hunger food
Challenge,climate change adaptation,[capacity] x [adaptation] x [climate change],2,2_4,1,1,,hunger food
Challenge,adaptive capacity,[capacity] x [adaptation] x [climate change],2,2_4,1,1,,hunger food
Challenge,climate change,[capacity] x [adaptation] x [climate change],2,2_4,2,1,,hunger food
Challenge,adaptation,[capacity] x [adaptation] x [climate change],2,2_4,2,1,,hunger food
Challenge,climate,[capacity] x [adaptation] x [climate change],2,2_4,3,1,,hunger food
Challenge,capacity,[capacity] x [adaptation] x [climate change],2,2_4,2,1,,hunger food
Challenge,extreme weather adaptive capacity,[capacity] x [adaptation] x [extreme weather],2,2_4,,1,,hunger food
Challenge,extreme weather adaptation,[capacity] x [adaptation] x [extreme weather],2,2_4,1,1,,hunger food
Challenge,adaptive capacity,[capacity] x [adaptation] x [extreme weather],2,2_4,1,1,,hunger food
Challenge,extreme weather,[capacity] x [adaptation] x [extreme weather],2,2_4,2,1,,hunger food
Challenge,adaptation,[capacity] x [adaptation] x [extreme weather],2,2_4,2,1,,hunger food
Challenge,weather,[capacity] x [adaptation] x [extreme weather],2,2_4,3,1,,hunger food
Challenge,capacity,[capacity] x [adaptation] x [extreme weather],2,2_4,2,1,,hunger food
Challenge,drought adaptive capacity,[capacity] x [adaptation] x [drought],2,2_4,,1,,hunger food
Challenge,drought adaptation,[capacity] x [adaptation] x [drought],2,2_4,1,1,,hunger food
Challenge,adaptive capacity,[capacity] x [adaptation] x [drought],2,2_4,1,1,,hunger food
Challenge,drought,[capacity] x [adaptation] x [drought],2,2_4,2,1,,hunger food
Challenge,adaptation,[capacity] x [adaptation] x [drought],2,2_4,2,1,,hunger food
Challenge,disasters,[capacity] x [adaptation] x [drought],2,2_4,3,1,,hunger food
Challenge,capacity,[capacity] x [adaptation] x [drought],2,2_4,2,1,,hunger food
Challenge,flooding adaptive capacity,[capacity] x [adaptation] x [flooding],2,2_4,,1,,hunger food
Challenge,flooding adaptation,[capacity] x [adaptation] x [flooding],2,2_4,1,1,,hunger food
Challenge,adaptive capacity,[capacity] x [adaptation] x [flooding],2,2_4,1,1,,hunger food
Challenge,flooding,[capacity] x [adaptation] x [flooding],2,2_4,2,1,,hunger food
Challenge,adaptation,[capacity] x [adaptation] x [flooding],2,2_4,2,1,,hunger food
Challenge,disasters,[capacity] x [adaptation] x [flooding],2,2_4,3,1,,hunger food
Challenge,capacity,[capacity] x [adaptation] x [flooding],2,2_4,2,1,,hunger food
Challenge,disaster adaptive capacity,[capacity] x [adaptation] x [disasters],2,2_4,,1,,hunger food
Challenge,disaster adaptation,[capacity] x [adaptation] x [disasters],2,2_4,1,1,,hunger food
Challenge,adaptive capacity,[capacity] x [adaptation] x [disasters],2,2_4,1,1,,hunger food
Challenge,disasters,[capacity] x [adaptation] x [disasters],2,2_4,2,1,,hunger food
Challenge,adaptation,[capacity] x [adaptation] x [disasters],2,2_4,2,1,,hunger food
Challenge,capacity,[capacity] x [adaptation] x [disasters],2,2_4,2,1,,hunger food
Challenges,seed genetic diversity,[genetic diversity] x [seeds],2,2_5,,1,,hunger food
Challenges,genetic diversity,[genetic diversity] x [seeds],2,2_5,2,1,,hunger food
Challenges,plant genetic diversity,[genetic diversity] x [seeds],2,2_5,1,1,,hunger food
Challenges,genetic material,[genetic diversity] x [seeds],2,2_5,3,1,,hunger food
Challenges,seeds,[genetic diversity] x [seeds],2,2_5,1,1,,hunger food
Challenges,plants,[genetic diversity] x [seeds],2,2_5,2,1,,hunger food
Challenges,cultivated plant genetic diversity,[genetic diversity] x [cultivated plants],2,2_5,,1,,hunger food
Challenges,plant genetic diversity,[genetic diversity] x [cultivated plants],2,2_5,1,1,,hunger food
Challenges,genetic diversity,[genetic diversity] x [cultivated plants],2,2_5,2,1,,hunger food
Challenges,genetic material,[genetic diversity] x [cultivated plants],2,2_5,3,1,,hunger food
Challenges,cultivated plants,[genetic diversity] x [cultivated plants],2,2_5,1,1,,hunger food
Challenges,plants,[genetic diversity] x [cultivated plants],2,2_5,2,1,,hunger food
Challenges,farmed animal genetic diversity,[genetic diversity] x [farmed] x [animals],2,2_5,,1,,hunger food
Challenges,animal genetic diversity,[genetic diversity] x [farmed] x [animals],2,2_5,1,1,,hunger food
Challenges,genetic diversity,[genetic diversity] x [farmed] x [animals],2,2_5,2,1,,hunger food
Challenges,genetic material,[genetic diversity] x [farmed] x [animals],2,2_5,3,1,,hunger food
Challenges,farmed animals,[genetic diversity] x [farmed] x [animals],2,2_5,1,1,,hunger food
Challenges,animals,[genetic diversity] x [farmed] x [animals],2,2_5,2,1,,hunger food
Challenges,domesticated animal genetic diversity,[genetic diversity] x [domesticated] x [animals],2,2_5,,1,,hunger food
Challenges,animal genetic diversity,[genetic diversity] x [domesticated] x [animals],2,2_5,1,1,,hunger food
Challenges,genetic diversity,[genetic diversity] x [domesticated] x [animals],2,2_5,2,1,,hunger food
Challenges,genetic material,[genetic diversity] x [domesticated] x [animals],2,2_5,3,1,,hunger food
Challenges,domesticated animals,[genetic diversity] x [domesticated] x [animals],2,2_5,1,1,,hunger food
Challenges,animals,[genetic diversity] x [domesticated] x [animals],2,2_5,2,1,,hunger food
Challenges,wild animal genetic diversity,[genetic diversity] x [wild species] x [animals],2,2_5,,1,,hunger food
Challenges,animal genetic diversity,[genetic diversity] x [wild species] x [animals],2,2_5,1,1,,hunger food
Challenges,genetic diversity,[genetic diversity] x [wild species] x [animals],2,2_5,2,1,,hunger food
Challenges,genetic material,[genetic diversity] x [wild species] x [animals],2,2_5,3,1,,hunger food
Challenges,wild animals,[genetic diversity] x [wild species] x [animals],2,2_5,1,1,,hunger food
Challenges,animals,[genetic diversity] x [wild species] x [animals],2,2_5,2,1,,hunger food
Challenges,wild plant genetic diversity,[genetic diversity] x [wild species] x [plants],2,2_5,,1,,hunger food
Challenges,plant genetic diversity,[genetic diversity] x [wild species] x [plants],2,2_5,1,1,,hunger food
Challenges,genetic diversity,[genetic diversity] x [wild species] x [plants],2,2_5,2,1,,hunger food
Challenges,genetic material,[genetic diversity] x [wild species] x [plants],2,2_5,3,1,,hunger food
Challenges,wild plants,[genetic diversity] x [wild species] x [plants],2,2_5,1,1,,hunger food
Challenges,plants,[genetic diversity] x [wild species] x [plants],2,2_5,2,1,,hunger food
Challenges,seed banks,soundly managed seed banks,2,2_5,1,1,,hunger food
Challenges,plant banks,soundly managed plant banks,2,2_5,1,1,,hunger food
Challenges,seed banks,diversified seed banks,2,2_5,1,1,,hunger food
Challenges,plant banks,diversified plant banks,2,2_5,1,1,,hunger food
Challenges,soundly managed plant banks,soundly managed plant banks,2,2_5,,1,,hunger food
Challenges,soundly managed seed banks,soundly managed seed banks,2,2_5,,1,,hunger food
Challenges,diversified plant banks,diversified plant banks,2,2_5,,1,,hunger food
Challenges,diversified seed banks,diversified seed banks,2,2_5,,1,,hunger food
Challenges,benefit sharing fairness,[fair] x [benefit] x [sharing],2,2_5,,1,,hunger food
Challenges,benefit sharing,[fair] x [benefit] x [sharing],2,2_5,1,1,,hunger food
Challenges,fairness,[fair] x [benefit] x [sharing],2,2_5,1,1,,hunger food
Challenges,benefits,[fair] x [benefit] x [sharing],2,2_5,2,1,,hunger food
Challenges,sharing,[fair] x [benefit] x [sharing],2,2_5,2,1,,hunger food
Challenges,benefit sharing equity,[equitable] x [benefit] x [sharing],2,2_5,,1,,hunger food
Challenges,benefit sharing,[equitable] x [benefit] x [sharing],2,2_5,1,1,,hunger food
Challenges,equity,[equitable] x [benefit] x [sharing],2,2_5,1,1,,hunger food
Challenges,benefits,[equitable] x [benefit] x [sharing],2,2_5,2,1,,hunger food
Challenges,sharing,[equitable] x [benefit] x [sharing],2,2_5,2,1,,hunger food
Challenges,genetic ressource accessibility,[access] x [genetic ressources],2,2_5,,1,,hunger food
Challenges,genetic ressources,[access] x [genetic ressources],2,2_5,1,1,,hunger food
Challenges,accessibility,[access] x [genetic ressources],2,2_5,1,1,,hunger food
Challenges,genetic material,[access] x [genetic ressources],2,2_5,2,1,,hunger food
Challenges,genetic ressource accessibility,[access] x [traditional knowledge],2,2_5,,1,,hunger food
Challenges,traditional knowledge,[access] x [traditional knowledge],2,2_5,1,1,,hunger food
Challenges,accessibility,[access] x [traditional knowledge],2,2_5,2,1,,hunger food
Challenges,knowledge accessibility,[access] x [traditional knowledge],2,2_5,1,1,,hunger food
Challenges,traditional,[access] x [traditional knowledge],2,2_5,2,1,,hunger food
Challenges,knowledge,[access] x [traditional knowledge],2,2_5,2,1,,hunger food
Challenges,traditional knowledge utilization,[utilization] x [traditional] x [knowledge],2,2_5,,1,,hunger food
Challenges,traditional knowledge,[utilization] x [traditional] x [knowledge],2,2_5,1,1,,hunger food
Challenges,knowledge utilization,[utilization] x [traditional] x [knowledge],2,2_5,,1,,hunger food
Challenges,utilization,[utilization] x [traditional] x [knowledge],2,2_5,1,1,,hunger food
Challenges,knowledge,[utilization] x [traditional] x [knowledge],2,2_5,2,1,,hunger food
Challenges,traditional,[utilization] x [traditional] x [knowledge],2,2_5,2,1,,hunger food
Challenges,genetic ressource utilization,[utilization] x [genetic] x [ressources],2,2_5,,1,,hunger food
Challenges,genetic ressources,[utilization] x [genetic] x [ressources],2,2_5,1,1,,hunger food
Challenges,ressource utilization,[utilization] x [genetic] x [ressources],2,2_5,2,1,,hunger food
Challenges,ressources,[utilization] x [genetic] x [ressources],2,2_5,2,1,,hunger food
Challenges,genetic material,[utilization] x [genetic] x [ressources],2,2_5,2,1,,hunger food
Challenges,utilization,[utilization] x [genetic] x [ressources],2,2_5,1,1,,hunger food
Challenge,maternal mortality,maternal mortality,3,3_1,,1,,health well-being
Challenge,live births,live births,3,3_1,,1,,health well-being
Challenge,births,births,3,3_1,1,1,,health well-being
Challenge,mortality,maternal mortality,3,3_1,1,1,,health well-being
Challenge,child mortality,deaths of newborns and under-five children,3,3_2,,1,,health well-being
Challenge,mortality,deaths of newborns and under-five children,3,3_2,1,1,,health well-being
Challenge,communicable disease,communicable diseases,3,3_3,,1,,health well-being
Challenge,AIDS,AIDS,3,3_3,,1,,health well-being
Challenge,tuberculosis,tuberculosis,3,3_3,,1,,health well-being
Challenge,malaria,malaria,3,3_3,,1,,health well-being
Challenge,neglected tropical disease,neglected tropical diseases,3,3_3,,1,,health well-being
Challenge,hepatitis,hepatitis,3,3_3,,1,,health well-being
Challenge,water-borne disease,water-borne diseases,3,3_3,,1,,health well-being
Challenge,epidemics,epidemics,3,3_3,,1,,health well-being
Challenge,disease,communicable diseases,3,3_3,1,1,,health well-being
Challenge,disease,AIDS,3,3_3,1,1,,health well-being
Challenge,disease,tuberculosis,3,3_3,1,1,,health well-being
Challenge,disease,malaria,3,3_3,1,1,,health well-being
Challenge,disease,neglected tropical diseases,3,3_3,1,1,,health well-being
Challenge,disease,hepatitis,3,3_3,1,1,,health well-being
Challenge,disease,water-borne diseases,3,3_3,1,1,,health well-being
Challenge,disease,epidemics,3,3_3,1,1,,health well-being
Challenge,non-communicable disease,non-communicable diseases,3,3_4,,1,,health well-being
Challenge,pre-mature mortality,pre-mature mortality,3,3_4,,1,,health well-being
Challenge,mortality,pre-mature mortality,3,3_4,1,1,,health well-being
Challenge,mental health,mental health,3,3_4,,1,,health well-being
Challenge,wellbeing,wellbeing,3,3_4,,1,,health well-being
Challenge,disease,non-communicable diseases,3,3_4,1,1,,health well-being
Challenge,health,mental health,3,3_4,1,1,,health well-being
Challenge,prevention,prevention,3,3_5,,1,,health well-being
Challenge,substance abuse,substance abuse,3,3_5,,1,,health well-being
Challenge,treatment,treatment,3,3_5,,1,,health well-being
Challenge,narcotic drug abuse,narcotic drug abuse,3,3_5,,1,,health well-being
Challenge,harmful use of alcohol,harmful use of alcohol,3,3_5,,1,,health well-being
Challenge,alcohol,harmful use of alcohol,3,3_5,1,1,,health well-being
Challenge,narcotics,narcotic drug abuse,3,3_5,1,1,,health well-being
Challenge,road traffic accidents,road traffic accidents,3,3_6,,1,,health well-being
Challenge,mortality,deaths,3,3_6,,1,,health well-being
Challenge,injuries,injuries,3,3_6,,1,,health well-being
Challenge,road traffic,road traffic accidents,3,3_6,1,1,,health well-being
Challenge,accidents,road traffic accidents,3,3_6,1,1,,health well-being
Challenge,traffic,road traffic accidents,3,3_6,2,1,,health well-being
Challenge,roads,road traffic accidents,3,3_6,2,1,,health well-being
Challenge,reproductive health,sexual and reproductive health care services,3,3_7,,1,,health well-being
Challenge,sexual health,sexual and reproductive health care services,3,3_7,1,1,,health well-being
Challenge,reproductive health care services,sexual and reproductive health care services,3,3_7,1,1,,health well-being
Challenge,sexual health care services,sexual and reproductive health care services,3,3_7,,1,,health well-being
